Date,Location,PM10,PM25,O3,NO2,CO,SO2,Warning
20210126,강남구,31.045454545454547,26.09090909090909,0.006545454545454546,0.04263636363636363,0.740909090909091,0.003772727272727273,0
20210127,강남구,34.125,20.291666666666668,0.018958333333333334,0.026041666666666668,0.5583333333333333,0.0034583333333333337,0
20210128,강남구,28.666666666666668,17.166666666666668,0.017,0.027125,0.5458333333333333,0.003375,0
20210129,강남구,19.863636363636363,10.181818181818182,0.0245,0.015590909090909093,0.4,0.0036363636363636364,0
20210130,강남구,40.458333333333336,23.208333333333332,0.011541666666666667,0.034,0.5458333333333333,0.0033333333333333335,0
20210131,강남구,46.291666666666664,28.25,0.008708333333333334,0.04095833333333333,0.6916666666666668,0.003375,0
20210201,강남구,59.625,39.333333333333336,0.017291666666666667,0.035791666666666666,0.6375000000000001,0.0034583333333333337,0
20210202,강남구,27.583333333333332,17.708333333333332,0.026958333333333334,0.014458333333333332,0.4083333333333334,0.00325,0
20210203,강남구,26.916666666666668,19.0,0.01970833333333333,0.024124999999999997,0.4916666666666667,0.003833333333333333,0
20210204,강남구,21.75,15.791666666666666,0.022083333333333333,0.025333333333333333,0.4708333333333334,0.0035,0
20210205,강남구,23.333333333333332,16.0,0.011666666666666667,0.039,0.5625,0.0036666666666666666,0
20210206,강남구,55.541666666666664,41.208333333333336,0.026208333333333333,0.025291666666666667,0.5833333333333334,0.00375,0
20210207,강남구,75.08333333333333,56.416666666666664,0.03275,0.018041666666666668,0.6416666666666667,0.0032083333333333334,0
20210208,강남구,24.38095238095238,18.238095238095237,0.02438095238095238,0.013999999999999999,0.45714285714285713,0.003952380952380953,0
20210209,강남구,21.583333333333332,15.166666666666666,0.017,0.027958333333333335,0.5041666666666667,0.0035833333333333338,0
20210210,강남구,32.791666666666664,23.75,0.015708333333333335,0.036333333333333336,0.5666666666666667,0.003541666666666667,0
20210211,강남구,65.0,51.541666666666664,0.017625000000000002,0.03825,0.6916666666666668,0.0031666666666666666,0
20210212,강남구,75.08333333333333,61.833333333333336,0.020875,0.038875,0.7333333333333334,0.0036666666666666666,0
20210213,강남구,87.79166666666667,72.58333333333333,0.020125,0.04716666666666667,0.8666666666666667,0.003875,0
20210214,강남구,94.70833333333333,82.41666666666667,0.017083333333333332,0.052333333333333336,0.9041666666666667,0.004791666666666667,0
20210215,강남구,50.0,39.875,0.02675,0.022291666666666668,0.5499999999999999,0.003375,0
20210216,강남구,21.75,14.0,0.025416666666666667,0.01891666666666667,0.4083333333333334,0.0031249999999999997,0
20210217,강남구,35.625,12.375,0.0265,0.011749999999999998,0.3958333333333333,0.0030833333333333333,0
20210218,강남구,37.27272727272727,15.136363636363637,0.023590909090909093,0.015000000000000001,0.4318181818181818,0.0032272727272727275,0
20210219,강남구,41.583333333333336,25.666666666666668,0.021708333333333333,0.02825,0.6,0.00375,0
20210220,강남구,65.875,41.125,0.028375,0.03379166666666667,0.7000000000000001,0.0036666666666666666,0
20210221,강남구,66.125,45.541666666666664,0.0325,0.031,0.7041666666666666,0.00425,0
20210222,강남구,52.958333333333336,30.166666666666668,0.030208333333333334,0.02779166666666667,0.6333333333333333,0.003625,0
20210223,강남구,46.166666666666664,16.0,0.028,0.016208333333333335,0.44166666666666665,0.0036666666666666666,0
20210224,강남구,44.583333333333336,21.375,0.015041666666666667,0.033999999999999996,0.5708333333333333,0.003625,0
20210225,강남구,51.583333333333336,33.0,0.0029583333333333336,0.052083333333333336,0.75,0.004458333333333333,0
20210226,강남구,36.041666666666664,22.791666666666668,0.01625,0.03325,0.5375,0.003833333333333333,0
20210227,강남구,17.583333333333332,10.5,0.030458333333333334,0.017374999999999998,0.37083333333333335,0.0030416666666666665,0
20210228,강남구,21.75,14.333333333333334,0.016458333333333335,0.03,0.4791666666666667,0.003375,0
20210301,강남구,14.826086956521738,11.521739130434783,0.021391304347826087,0.022260869565217393,0.43478260869565216,0.0028695652173913043,0
20210302,강남구,10.083333333333334,6.458333333333333,0.025041666666666667,0.020875,0.42500000000000004,0.0025416666666666665,0
20210303,강남구,34.208333333333336,23.5,0.010750000000000001,0.036458333333333336,0.5791666666666667,0.0032083333333333334,0
20210304,강남구,45.19047619047619,32.0,0.004666666666666667,0.04476190476190476,0.6047619047619047,0.0038095238095238095,0
20210305,강남구,34.25,23.708333333333332,0.01625,0.036708333333333336,0.5666666666666667,0.004583333333333333,0
20210306,강남구,25.875,16.791666666666668,0.020458333333333332,0.025583333333333333,0.47500000000000003,0.0029583333333333336,0
20210307,강남구,21.166666666666668,14.291666666666666,0.030125,0.017208333333333332,0.3958333333333333,0.0027500000000000003,0
20210308,강남구,38.875,26.541666666666668,0.017458333333333333,0.03625,0.5541666666666667,0.0030416666666666665,0
20210309,강남구,46.291666666666664,32.458333333333336,0.01879166666666667,0.04070833333333333,0.6375,0.0035,0
20210310,강남구,92.33333333333333,72.29166666666667,0.014624999999999999,0.05416666666666667,0.7583333333333333,0.003916666666666666,0
20210311,강남구,115.875,92.75,0.021750000000000002,0.06079166666666667,0.9125000000000001,0.0047083333333333335,0
20210312,강남구,64.45833333333333,48.5,0.024416666666666666,0.04220833333333333,0.6541666666666667,0.0035833333333333338,0
20210313,강남구,51.208333333333336,36.25,0.03345833333333333,0.027875,0.5666666666666667,0.0029583333333333336,0
20210314,강남구,75.66666666666667,61.541666666666664,0.030541666666666665,0.029125,0.7000000000000001,0.0031249999999999997,0
20210315,강남구,79.9090909090909,63.45454545454545,0.029727272727272727,0.03227272727272727,0.7090909090909091,0.003409090909090909,0
20210316,강남구,81.45833333333333,16.083333333333332,0.036625,0.015291666666666667,0.4375,0.0029583333333333336,0
20210317,강남구,88.33333333333333,18.375,0.022291666666666668,0.029375,0.4916666666666667,0.003541666666666667,0
20210318,강남구,94.70833333333333,43.166666666666664,0.01675,0.050916666666666666,0.7041666666666666,0.0045,0
20210319,강남구,67.66666666666667,28.375,0.028999999999999998,0.03225,0.48750000000000004,0.005291666666666667,0
20210320,강남구,29.041666666666668,14.875,0.02575,0.024833333333333332,0.4166666666666667,0.0033333333333333335,0
20210321,강남구,42.416666666666664,34.333333333333336,0.03891666666666667,0.011791666666666666,0.49583333333333335,0.0028750000000000004,0
20210322,강남구,34.375,16.458333333333332,0.031,0.018375,0.4166666666666667,0.0029583333333333336,0
20210323,강남구,69.25,29.916666666666668,0.029791666666666664,0.026375,0.575,0.004125,0
20210324,강남구,57.291666666666664,28.625,0.038875,0.02791666666666667,0.5083333333333333,0.004166666666666667,0
20210325,강남구,59.916666666666664,32.25,0.03991666666666666,0.0355,0.5291666666666667,0.004666666666666667,0
20210326,강남구,105.66666666666667,72.83333333333333,0.016875,0.06083333333333333,0.8333333333333334,0.004291666666666667,0
20210327,강남구,55.25,34.333333333333336,0.015125,0.047625,0.6291666666666667,0.005833333333333334,0
20210328,강남구,17.59090909090909,14.5,0.03240909090909091,0.015545454545454545,0.4636363636363636,0.003136363636363637,0
20210329,강남구,267.375,48.958333333333336,0.02879166666666667,0.022333333333333334,0.6124999999999999,0.0028750000000000004,0
20210330,강남구,132.70833333333334,28.708333333333332,0.02383333333333333,0.033374999999999995,0.525,0.003541666666666667,0
20210331,강남구,37.375,18.208333333333332,0.017833333333333333,0.041,0.5375,0.00375,0
20210401,강남구,40.833333333333336,14.166666666666666,0.028499999999999998,0.02754166666666667,0.4166666666666667,0.003625,0
20210402,강남구,45.375,14.708333333333334,0.031083333333333334,0.03,0.4041666666666666,0.00325,0
20210403,강남구,30.347826086956523,14.26086956521739,0.021217391304347827,0.025695652173913043,0.43478260869565216,0.003391304347826087,0
20210404,강남구,9.125,4.958333333333333,0.0385,0.01025,0.3,0.0027083333333333334,0
20210405,강남구,19.833333333333332,11.291666666666666,0.03175,0.020833333333333332,0.35000000000000003,0.0026666666666666666,0
20210406,강남구,38.36363636363637,24.181818181818183,0.031363636363636364,0.033318181818181816,0.509090909090909,0.003590909090909091,0
20210407,강남구,52.833333333333336,35.708333333333336,0.036083333333333335,0.029958333333333333,0.5333333333333333,0.0035,0
20210408,강남구,32.166666666666664,16.625,0.03983333333333333,0.018708333333333334,0.3958333333333333,0.0030833333333333333,0
20210409,강남구,30.291666666666668,16.916666666666668,0.04025,0.018375,0.36250000000000004,0.00325,0
20210410,강남구,30.791666666666668,19.083333333333332,0.04295833333333333,0.01920833333333333,0.3958333333333333,0.004,0
20210411,강남구,44.0,27.708333333333332,0.041291666666666664,0.024999999999999998,0.4916666666666667,0.0034583333333333337,0
20210412,강남구,34.458333333333336,20.5,0.024916666666666667,0.029666666666666664,0.44583333333333336,0.00425,0
20210413,강남구,14.227272727272727,9.090909090909092,0.034545454545454546,0.014,0.36363636363636365,0.003,0
20210414,강남구,25.083333333333332,14.666666666666666,0.038125,0.014583333333333332,0.375,0.0028750000000000004,0
20210415,강남구,42.958333333333336,25.083333333333332,0.03770833333333334,0.02875,0.46249999999999997,0.003708333333333333,0
20210416,강남구,67.125,17.333333333333332,0.031208333333333334,0.025833333333333333,0.4083333333333334,0.003416666666666667,0
20210417,강남구,72.04166666666667,15.083333333333334,0.024749999999999998,0.02304166666666667,0.4041666666666666,0.0032083333333333334,0
20210418,강남구,28.375,13.291666666666666,0.036208333333333335,0.01025,0.3958333333333333,0.0028333333333333335,0
20210419,강남구,43.791666666666664,22.333333333333332,0.04766666666666666,0.02125,0.46249999999999997,0.0037916666666666667,0
20210420,강남구,63.291666666666664,34.375,0.04829166666666667,0.034791666666666665,0.5458333333333333,0.004541666666666667,0
20210421,강남구,73.75,38.875,0.04754166666666667,0.04725000000000001,0.625,0.0057083333333333335,0
20210422,강남구,68.45833333333333,39.25,0.0625,0.03370833333333333,0.5833333333333334,0.005416666666666667,1
20210423,강남구,42.041666666666664,22.125,0.03908333333333334,0.025541666666666667,0.4375,0.003541666666666667,0
20210424,강남구,22.125,12.541666666666666,0.03983333333333334,0.017499999999999998,0.32083333333333336,0.0027916666666666667,0
20210425,강남구,22.291666666666668,11.958333333333334,0.03745833333333334,0.015333333333333332,0.3541666666666667,0.002916666666666667,0
20210426,강남구,26.791666666666668,13.375,0.043750000000000004,0.016166666666666666,0.3625,0.002916666666666667,0
20210427,강남구,27.59090909090909,14.409090909090908,0.03818181818181818,0.020636363636363637,0.39545454545454545,0.003772727272727273,0
20210428,강남구,56.125,23.583333333333332,0.036,0.021208333333333333,0.4916666666666667,0.0032083333333333334,0
20210429,강남구,60.375,20.625,0.03154166666666667,0.027749999999999997,0.45416666666666666,0.0034583333333333337,0
20210430,강남구,33.041666666666664,16.5,0.04429166666666667,0.016541666666666666,0.39166666666666666,0.0028333333333333335,0
20210501,강남구,22.25,13.125,0.03958333333333333,0.012458333333333333,0.41250000000000003,0.0028333333333333335,0
20210502,강남구,13.666666666666666,6.875,0.041916666666666665,0.010458333333333333,0.3333333333333333,0.002416666666666667,0
20210503,강남구,29.0,18.375,0.03958333333333333,0.020958333333333332,0.42083333333333334,0.0033333333333333335,0
20210504,강남구,31.0,18.636363636363637,0.010909090909090908,0.038454545454545457,0.5636363636363636,0.003272727272727273,0
20210505,강남구,38.583333333333336,10.791666666666666,0.04033333333333333,0.011416666666666667,0.39166666666666666,0.0029583333333333336,0
20210506,강남구,62.666666666666664,17.625,0.04083333333333333,0.02304166666666667,0.4666666666666666,0.0036666666666666666,0
20210507,강남구,333.7083333333333,61.375,0.03220833333333333,0.018625,0.4083333333333334,0.002916666666666667,0
20210508,강남구,434.0,77.375,0.034499999999999996,0.014166666666666668,0.4083333333333334,0.0030000000000000005,0
20210509,강남구,45.5,12.041666666666666,0.042916666666666665,0.012249999999999999,0.3541666666666667,0.0030833333333333333,0
20210510,강남구,19.916666666666668,10.125,0.0205,0.029208333333333333,0.3958333333333333,0.0027916666666666667,0
20210511,강남구,18.875,9.375,0.03175,0.017916666666666668,0.3416666666666666,0.0028750000000000004,0
20210512,강남구,26.083333333333332,13.125,0.043291666666666666,0.02316666666666667,0.375,0.0030416666666666665,0
20210513,강남구,40.416666666666664,24.0,0.04733333333333334,0.029458333333333333,0.45,0.0035,0
20210514,강남구,57.875,35.083333333333336,0.03891666666666667,0.034541666666666665,0.5291666666666667,0.003541666666666667,0
20210515,강남구,55.86363636363637,38.72727272727273,0.019863636363636365,0.02577272727272727,0.48636363636363633,0.003681818181818182,0
20210516,강남구,9.307692307692308,5.384615384615385,0.017615384615384616,0.010846153846153846,0.3692307692307692,0.002923076923076923,0
20210517,강남구,22.714285714285715,6.285714285714286,0.009642857142857144,0.025285714285714283,0.4142857142857143,0.0027142857142857142,0
20210518,강남구,27.333333333333332,13.166666666666666,0.022583333333333334,0.02754166666666667,0.4708333333333334,0.0030000000000000005,0
20210519,강남구,31.125,18.291666666666668,0.04066666666666666,0.029166666666666664,0.5,0.00325,0
20210520,강남구,25.208333333333332,12.333333333333334,0.031375,0.025958333333333333,0.3833333333333333,0.0030833333333333333,0
20210521,강남구,14.583333333333334,7.0,0.034249999999999996,0.018583333333333334,0.37916666666666665,0.0028333333333333335,0
20210522,강남구,23.208333333333332,14.083333333333334,0.044583333333333336,0.017208333333333332,0.41250000000000003,0.0030833333333333333,0
20210523,강남구,28.208333333333332,19.416666666666668,0.05441666666666667,0.015291666666666667,0.43333333333333335,0.003541666666666667,1
20210524,강남구,114.04347826086956,26.652173913043477,0.04465217391304348,0.01682608695652174,0.3869565217391305,0.003913043478260869,0
20210525,강남구,92.33333333333333,22.541666666666668,0.04558333333333334,0.014499999999999999,0.375,0.0032916666666666667,0
20210526,강남구,38.5,14.708333333333334,0.04020833333333333,0.018625,0.43333333333333335,0.004125,0
20210527,강남구,37.291666666666664,16.958333333333332,0.04125,0.014875,0.43333333333333335,0.00325,0
20210528,강남구,37.833333333333336,19.75,0.03829166666666667,0.01825,0.5583333333333333,0.0033333333333333335,0
20210529,강남구,20.208333333333332,10.708333333333334,0.036166666666666666,0.016708333333333335,0.39999999999999997,0.0030416666666666665,0
20210530,강남구,26.75,13.125,0.03995833333333333,0.012583333333333334,0.39166666666666666,0.003708333333333333,0
20210531,강남구,33.541666666666664,17.625,0.034833333333333334,0.021958333333333333,0.4291666666666667,0.0035,0
20210601,강남구,35.75,24.25,0.027599999999999996,0.02465,0.445,0.00445,0
20210602,강남구,51.25,32.833333333333336,0.042166666666666665,0.024374999999999997,0.4583333333333333,0.004125,0
20210603,강남구,33.125,21.5,0.02395833333333333,0.026208333333333333,0.44166666666666665,0.0032916666666666667,0
20210604,강남구,24.5,13.541666666666666,0.050625,0.013958333333333335,0.37083333333333335,0.003416666666666667,0
20210605,강남구,42.416666666666664,25.458333333333332,0.06145833333333334,0.011666666666666665,0.5,0.0035,1
20210606,강남구,60.083333333333336,38.708333333333336,0.07245833333333333,0.009291666666666667,0.5166666666666667,0.0030416666666666665,1
20210607,강남구,38.583333333333336,20.375,0.03145833333333333,0.031208333333333334,0.5083333333333333,0.0035,0
20210608,강남구,42.125,26.791666666666668,0.03870833333333334,0.029583333333333333,0.5125000000000001,0.0034583333333333337,0
20210609,강남구,41.416666666666664,27.25,0.06004166666666667,0.029166666666666664,0.4708333333333334,0.0036666666666666666,1
20210610,강남구,54.375,36.833333333333336,0.04529166666666667,0.031083333333333334,0.5041666666666667,0.003916666666666666,0
20210611,강남구,21.708333333333332,15.958333333333334,0.03920833333333334,0.014624999999999999,0.33749999999999997,0.0032083333333333334,0
20210612,강남구,23.0,14.761904761904763,0.030095238095238095,0.017142857142857144,0.40476190476190477,0.003285714285714286,0
20210613,강남구,32.083333333333336,23.583333333333332,0.03825,0.021458333333333333,0.4875,0.003916666666666666,0
20210614,강남구,38.714285714285715,26.238095238095237,0.03785714285714286,0.028380952380952378,0.49523809523809526,0.004047619047619048,0
20210615,강남구,30.166666666666668,17.375,0.02316666666666667,0.020625,0.3625,0.0030416666666666665,0
20210616,강남구,12.708333333333334,5.208333333333333,0.03295833333333333,0.010958333333333334,0.20833333333333334,0.0028333333333333335,0
20210617,강남구,18.25,9.458333333333334,0.028333333333333335,0.017041666666666667,0.2833333333333333,0.0028333333333333335,0
20210618,강남구,18.375,12.041666666666666,0.0315,0.013916666666666667,0.32916666666666666,0.002916666666666667,0
20210619,강남구,44.041666666666664,26.416666666666668,0.06720833333333333,0.014583333333333332,0.4791666666666667,0.004208333333333334,1
20210620,강남구,50.75,31.0,0.06091666666666667,0.013125,0.4791666666666667,0.004458333333333333,1
20210621,강남구,42.083333333333336,24.041666666666668,0.05520833333333333,0.015041666666666667,0.4083333333333334,0.0031666666666666666,1
20210622,강남구,23.375,12.416666666666666,0.037125,0.018875,0.3333333333333333,0.0032083333333333334,0
20210623,강남구,20.375,11.125,0.03975,0.015708333333333335,0.30833333333333335,0.0029583333333333336,0
20210624,강남구,31.708333333333332,20.291666666666668,0.039875,0.02033333333333333,0.41250000000000003,0.0032916666666666667,0
20210625,강남구,38.541666666666664,24.791666666666668,0.043166666666666666,0.020125,0.41250000000000003,0.0034583333333333337,0
20210626,강남구,22.75,14.333333333333334,0.034958333333333334,0.014833333333333332,0.30416666666666664,0.0029583333333333336,0
20210627,강남구,21.291666666666668,13.75,0.04175,0.010541666666666666,0.3333333333333333,0.0028750000000000004,0
20210628,강남구,26.208333333333332,16.75,0.026875,0.022250000000000002,0.37083333333333335,0.0029583333333333336,0
20210629,강남구,33.083333333333336,21.458333333333332,0.03220833333333333,0.021625000000000002,0.38333333333333336,0.0031666666666666666,0
20210630,강남구,40.208333333333336,25.833333333333332,0.027958333333333335,0.029208333333333333,0.4791666666666667,0.0030833333333333333,0
20210701,강남구,38.208333333333336,24.625,0.041666666666666664,0.021041666666666667,0.4166666666666667,0.0030416666666666665,0
20210702,강남구,26.75,16.458333333333332,0.032875,0.018666666666666668,0.31666666666666665,0.0029583333333333336,0
20210703,강남구,15.083333333333334,7.833333333333333,0.02679166666666667,0.012124999999999999,0.26666666666666666,0.002916666666666667,0
20210704,강남구,8.583333333333334,4.25,0.025374999999999998,0.009083333333333334,0.25833333333333336,0.0028333333333333335,0
20210705,강남구,23.375,11.083333333333334,0.037875,0.019333333333333334,0.3166666666666667,0.0029583333333333336,0
20210706,강남구,43.458333333333336,25.375,0.054375,0.024124999999999997,0.4375,0.0033333333333333335,1
20210707,강남구,36.416666666666664,19.666666666666668,0.03929166666666666,0.018958333333333334,0.39166666666666666,0.0033333333333333335,0
20210708,강남구,23.416666666666668,14.166666666666666,0.035458333333333335,0.01879166666666667,0.38333333333333336,0.0032083333333333334,0
20210709,강남구,16.708333333333332,9.791666666666666,0.032625,0.018041666666666668,0.325,0.0032083333333333334,0
20210710,강남구,27.208333333333332,17.708333333333332,0.043833333333333335,0.012458333333333333,0.37916666666666665,0.0033333333333333335,0
20210711,강남구,36.0,22.217391304347824,0.048,0.009304347826086957,0.3130434782608696,0.003565217391304348,0
20210712,강남구,30.583333333333332,18.708333333333332,0.041833333333333333,0.020708333333333332,0.3625,0.0030833333333333333,0
20210713,강남구,37.142857142857146,21.952380952380953,0.02685714285714286,0.02457142857142857,0.3523809523809524,0.003428571428571429,0
20210714,강남구,25.041666666666668,14.0,0.02279166666666667,0.018,0.25,0.0031249999999999997,0
20210715,강남구,23.375,12.25,0.025708333333333333,0.021375,0.2916666666666667,0.0034583333333333337,0
20210716,강남구,19.782608695652176,10.652173913043478,0.034695652173913044,0.015956521739130435,0.25217391304347825,0.002956521739130435,0
20210717,강남구,16.583333333333332,8.5,0.028958333333333332,0.012916666666666667,0.24583333333333335,0.0030000000000000005,0
20210718,강남구,12.041666666666666,7.458333333333333,0.037333333333333336,0.008208333333333333,0.20000000000000004,0.0030416666666666665,0
20210719,강남구,15.125,8.291666666666666,0.02345833333333333,0.019083333333333334,0.27499999999999997,0.0030833333333333333,0
20210720,강남구,19.916666666666668,11.208333333333334,0.03225,0.020416666666666666,0.29583333333333334,0.0030000000000000005,0
20210721,강남구,21.166666666666668,12.291666666666666,0.028583333333333332,0.018875,0.2708333333333333,0.0030000000000000005,0
20210722,강남구,28.333333333333332,15.125,0.035333333333333335,0.017666666666666667,0.26666666666666666,0.0030416666666666665,0
20210723,강남구,28.583333333333332,17.916666666666668,0.039875,0.020791666666666667,0.29583333333333334,0.0030833333333333333,0
20210724,강남구,26.583333333333332,17.458333333333332,0.03904166666666667,0.018125,0.2708333333333333,0.0030833333333333333,0
20210725,강남구,22.125,15.708333333333334,0.039,0.010333333333333333,0.25,0.0030416666666666665,0
20210726,강남구,21.80952380952381,13.952380952380953,0.03485714285714286,0.013333333333333334,0.2523809523809524,0.003142857142857143,0
20210727,강남구,29.625,18.25,0.04420833333333333,0.019,0.30833333333333335,0.0032916666666666667,0
20210728,강남구,35.708333333333336,25.166666666666668,0.059875000000000005,0.02075,0.3666666666666667,0.003416666666666667,1
20210729,강남구,48.166666666666664,33.625,0.04954166666666667,0.023458333333333335,0.4375,0.003625,0
20210730,강남구,28.958333333333332,19.333333333333332,0.041791666666666664,0.01879166666666667,0.3125,0.003875,0
20210731,강남구,23.916666666666668,16.333333333333332,0.042916666666666665,0.0095,0.3125,0.0032083333333333334,0
20210801,강남구,28.416666666666668,19.666666666666668,0.03858333333333334,0.013416666666666667,0.41250000000000003,0.0030416666666666665,0
20210802,강남구,14.208333333333334,8.5,0.02704166666666667,0.015625,0.3333333333333333,0.0031249999999999997,0
20210803,강남구,20.666666666666668,11.708333333333334,0.024583333333333332,0.018541666666666668,0.32083333333333336,0.0032916666666666667,0
20210804,강남구,22.416666666666668,13.708333333333334,0.024791666666666667,0.01625,0.2916666666666667,0.003833333333333333,0
20210805,강남구,25.5,16.375,0.027625,0.017249999999999998,0.27499999999999997,0.003916666666666666,0
20210806,강남구,21.166666666666668,10.916666666666666,0.023500000000000004,0.016041666666666666,0.24166666666666667,0.0030416666666666665,0
20210807,강남구,16.75,8.791666666666666,0.035708333333333335,0.013875,0.24583333333333335,0.0031666666666666666,0
20210808,강남구,16.708333333333332,10.166666666666666,0.028333333333333335,0.010708333333333334,0.23750000000000002,0.0030000000000000005,0
20210809,강남구,11.208333333333334,5.041666666666667,0.034916666666666665,0.011625000000000002,0.24583333333333335,0.0030000000000000005,0
20210810,강남구,17.916666666666668,10.833333333333334,0.03854166666666667,0.0155,0.30416666666666664,0.0032083333333333334,0
20210811,강남구,33.76190476190476,22.857142857142858,0.046952380952380954,0.019285714285714285,0.4,0.0030952380952380953,0
20210812,강남구,37.916666666666664,28.083333333333332,0.04720833333333333,0.022708333333333334,0.4875,0.0030000000000000005,0
20210813,강남구,26.833333333333332,18.083333333333332,0.025833333333333333,0.019333333333333334,0.4083333333333334,0.0030000000000000005,0
20210814,강남구,14.083333333333334,8.75,0.034708333333333334,0.009958333333333333,0.2833333333333333,0.0028750000000000004,0
20210815,강남구,11.041666666666666,7.208333333333333,0.03716666666666667,0.0072499999999999995,0.24583333333333335,0.0029583333333333336,0
20210816,강남구,18.291666666666668,12.333333333333334,0.036083333333333335,0.010041666666666666,0.27499999999999997,0.0029583333333333336,0
20210817,강남구,15.125,9.541666666666666,0.03325,0.011500000000000002,0.2708333333333333,0.0029583333333333336,0
20210818,강남구,10.541666666666666,6.416666666666667,0.033125,0.010750000000000001,0.23750000000000002,0.002916666666666667,0
20210819,강남구,14.083333333333334,8.625,0.036833333333333336,0.011083333333333334,0.2333333333333333,0.0028750000000000004,0
20210820,강남구,18.5,11.708333333333334,0.042833333333333334,0.015208333333333332,0.2916666666666667,0.0030000000000000005,0
20210821,강남구,14.782608695652174,9.347826086956522,0.035304347826086956,0.01165217391304348,0.3,0.0028695652173913043,0
20210822,강남구,24.208333333333332,15.75,0.048666666666666664,0.008208333333333333,0.42083333333333334,0.0032083333333333334,0
20210823,강남구,25.958333333333332,16.875,0.019208333333333334,0.021625000000000002,0.48333333333333334,0.0030416666666666665,0
20210824,강남구,13.541666666666666,6.416666666666667,0.020541666666666666,0.013541666666666667,0.33749999999999997,0.0027916666666666667,0
20210825,강남구,18.0,9.041666666666666,0.026416666666666668,0.016041666666666666,0.31666666666666665,0.0030000000000000005,0
20210826,강남구,37.294117647058826,21.176470588235293,0.026941176470588236,0.018058823529411766,0.4294117647058823,0.003,0
20210827,강남구,30.625,16.958333333333332,0.028875,0.026208333333333333,0.4291666666666667,0.0030000000000000005,0
20210828,강남구,33.708333333333336,19.666666666666668,0.037333333333333336,0.021375,0.4791666666666667,0.0032916666666666667,0
20210829,강남구,28.083333333333332,19.833333333333332,0.04175,0.012416666666666666,0.41250000000000003,0.0030000000000000005,0
20210830,강남구,40.916666666666664,27.416666666666668,0.03291666666666667,0.025416666666666667,0.525,0.0031666666666666666,0
20210831,강남구,29.958333333333332,20.5,0.01875,0.023791666666666666,0.46249999999999997,0.0029583333333333336,0
20210901,강남구,5.958333333333333,1.625,0.029416666666666664,0.013083333333333334,0.3083333333333333,0.0028333333333333335,0
