EmployeeNumber,Gender,City,JobTitle,Age,LengthService,AbsentHours,AbsentRate
70,1,Vancouver,Accounts Payable Clerk,44.10973,12.305714,78.84098352,3.7904318999999997
71,1,New Westminister,Baker,52.78875734,4.589520028,110.1543068,5.295880134615385
72,0,Gibsons,Baker,35.63044266,3.947661015,33.93440994,1.6314620163461537
73,1,Vernon,Baker,42.4342557,3.387128544,28.60483097,1.375232258173077
74,0,Burnaby,Baker,40.96753752,3.285283682,44.9874293,2.1628571778846153
75,0,Fauquier,Baker,46.77086356,1.991692074,126.5011301,6.081785100961539
76,0,Victoria,Baker,45.3008103,5.567973876,19.6191458,0.9432281634615384
77,1,Kamloops,Baker,38.29655279,6.095617444,0.0,0.0
78,1,Vancouver,Accounts Payable Clerk,35.4939,8.348239,44.97411152,2.1622169
79,0,Mackenzie,Baker,41.66134173,4.711743887,45.95478779,2.209364797596154
80,0,New Westminster,Baker,43.5118766,1.778630937,83.3173005,4.005639447115385
81,0,Squamish,Baker,54.00481868,2.870591513,136.3424045,6.55492329326923
82,1,Nanaimo,Baker,46.22423463,4.416249838,53.3120259,2.5630781682692305
83,0,Gold Bridge,Baker,47.65733071,4.252453434,96.6132406,4.644867336538462
84,0,Penticton,Baker,51.99137493,2.964089468,140.9111414,6.774574105769231
85,1,Victoria,Baker,33.3683369,2.301876593,31.69229831,1.5236681879807694
86,1,New Westminster,Baker,47.6040848,4.149329545,12.68410865,0.6098129158653847
87,1,Vancouver,Accounts Payable Clerk,34.6622,13.828331,54.30033232,2.6105929
88,0,Vancouver,Accounts Payable Clerk,37.24006,18.641316,0.0,0.0
89,0,Duncan,Baker,45.47882196,6.837239767,103.3493697,4.968719697115385
90,0,Kelowna,Baker,26.91367155,3.983950436,0.0,0.0
91,0,Good Hope Lake,Baker,37.74242382,3.569517999,49.84641191,2.3964621110576925
92,0,Vancouver,Accounts Payable Clerk,40.49192,1.223785,58.28770605,2.8022935600961536
93,1,Victoria,Baker,48.62992513,5.534431308,110.8124796,5.327523057692308
94,0,Fort Fraser,Baker,52.18642804,5.333357014,158.6843997,7.6290576778846155
95,0,Victoria,Baker,37.91257982,4.677505826,73.47603875,3.5325018629807694
96,1,Nelson,Baker,29.40947244,4.853084899,2.187241945,0.1051558627403846
97,0,New Westminster,Baker,51.17022316,4.954787053,99.80856689,4.798488792788461
98,0,Kamloops,Baker,39.46457145,1.914256944,34.77626973,1.6719360447115386
99,0,Kaslo,Baker,26.67920383,4.850275414,0.0,0.0
100,0,Burnaby,Baker,46.54737692,7.40795942,81.7411048,3.929860807692308
101,0,Victoria,Baker,39.23785234,5.28876626,51.75805976,2.488368257692308
102,0,New Westminster,Baker,49.02908732,2.992767917,121.0074252,5.817664673076923
103,0,Vancouver,Accounts Payable Clerk,43.74006,16.587192,48.37309828,2.325629725
104,1,Nanaimo,Baker,55.82635616,2.020945438,137.4598877,6.6086484471153835
105,0,Victoria,Baker,44.00105092,4.03442867,98.5576777,4.738349889423077
106,1,Creston,Baker,29.6692902,2.920694436,0.0,0.0
107,0,Wynndel,Baker,46.08440537,4.834791047,44.00185941,2.115474010096154
108,1,Muncho Lake,Baker,27.86599272,4.51966396,0.0,0.0
109,0,Burnaby,Baker,37.38317605,4.934654158,39.10172396,1.8798905750000001
110,0,Muncho Lake,Baker,50.43589901,5.505354659,138.9330403,6.6794730913461535
111,1,New Westminster,Baker,46.58616386,4.74303968,63.03007856,3.0302922384615383
112,1,Creston,Baker,50.28113997,5.319611026,98.3228922,4.727062125
113,1,Kitimat,Baker,39.04622933,1.733551364,56.30433228,2.7069390519230767
114,0,Lac La Hache,Baker,37.49357924,5.272417507,25.46792975,1.2244196995192307
115,0,Armstrong,Baker,47.5184211,3.813679718,96.88371667,4.65787099375
116,0,Victoria,Baker,50.24461391,3.450234407,118.490501,5.696658701923077
117,0,New Westminster,Baker,40.32982676,6.277340487,34.02042059,1.63559714375
118,0,Aldergrove,Baker,36.92447866,6.283404129,72.79408579,3.4997156629807695
119,1,Vancouver,Accounts Payable Clerk,33.17869,3.616228,0.0,0.0
120,1,Abbotsford,Baker,32.75941298,7.100916929,0.0,0.0
121,0,Duncan,Baker,58.57572963,6.547789836,153.2632323,7.368424629807692
122,1,Duncan,Baker,23.94839693,5.192754104,0.0,0.0
123,1,Quesnel,Baker,43.20353674,7.921398042,53.84737103,2.588815914903846
124,0,Hixon,Baker,52.64638663,4.990343166,113.9617749,5.478931485576923
125,1,Fauquier,Baker,45.82458879,3.39067547,79.10668824,3.8032061653846148
126,1,Surrey,Baker,35.53798668,5.764585657,29.98231177,1.4414572966346153
127,0,Wynndel,Baker,37.84977345,1.976125041,68.40403177,3.2886553735576927
128,0,Vancouver,Accounts Payable Clerk,43.2858,21.122314,30.99399888,1.4900961
129,0,Ocean Falls,Baker,24.36946429,3.769958819,0.0,0.0
130,1,West Vancouver,Baker,45.92597301,6.680159831,40.05948151,1.9259366110576923
131,0,Vallican,Baker,32.63626674,3.122804778,49.65651125,2.3873322716346155
132,0,North Pender Island,Baker,39.38889368,3.731981529,94.2773662,4.532565682692308
133,1,Victoria,Baker,35.69832217,1.881003024,58.09452779,2.79300614375
134,1,Montney,Baker,49.71959048,4.205191727,62.16083824,2.9885018384615383
135,1,Vancouver,Accounts Payable Clerk,54.67226,17.149135,30.45802032,1.4643279
136,0,Ganges,Baker,44.00556211,3.729336444,90.81179196,4.365951536538462
137,1,Vancouver,Accounts Receiveable Clerk,36.480086,18.480086,37.1157124,1.78440925
138,1,Vancouver,Accounts Receiveable Clerk,55.76305,11.44132,0.0,0.0
139,1,North Vancouver,Baker,43.1563698,5.174066619,63.18923992,3.0379442269230768
140,1,Prince George,Baker,56.55995386,4.927399666,101.9347516,4.900709211538461
141,1,Burns Lake,Baker,43.12316447,2.480452998,45.48992662,2.187015702884615
142,0,Midway,Baker,50.35361623,3.006138301,124.2025327,5.971275610576924
143,1,Victoria,Baker,49.47613903,4.687620059,56.92397595,2.736729612980769
144,1,Vancouver,Accounts Receiveable Clerk,39.73937,16.8497,0.0,0.0
145,0,Vancouver,Accounts Receiveable Clerk,44.10973,11.954267,111.7755846,5.373826182692308
146,0,Vancouver,Accounts Receiveable Clerk,35.4939,13.707758,0.0,0.0
147,1,Westwold,Baker,61.44050167,3.439750719,96.260697,4.627918125
148,1,Victoria,Baker,47.87764919,3.44226196,58.15296878,2.7958158067307695
149,0,Vancouver,Accounts Receiveable Clerk,34.6622,5.689747,40.14572515,1.930082939903846
150,0,Vananda,Baker,37.85526055,7.02162411,92.24730012,4.4349663519230775
151,1,Terrace,Baker,57.89963249,5.586855486,116.0821581,5.5808729855769235
152,1,Vancouver,Accounts Receiveable Clerk,37.24006,2.759389,24.50390384,1.1780723
153,1,New Westminster,Baker,37.97420752,2.519988839,17.06972082,0.8206596548076924
154,0,Vancouver,Accounts Receiveable Clerk,40.49192,6.408469,90.16966119,4.335079864903846
155,1,Victoria,Baker,49.07042916,6.154288207,46.52578004,2.236816348076923
156,0,Golden,Baker,55.93339775,4.507594802,156.6886593,7.5331086201923085
157,0,Port Coquitlam,Baker,27.38177556,5.882383018,14.38568387,0.6916194168269231
158,0,Vernon,Baker,51.85696413,2.856147379,113.2580344,5.445097807692307
159,0,Hixon,Baker,61.3978081,2.771944271,159.968214,7.690779519230769
161,0,Vancouver,Accounts Receiveable Clerk,43.74006,23.746003,0.0,0.0
162,1,New Westminster,Baker,40.45052007,3.839194051,79.12363725,3.8040210216346155
163,1,White Rock,Baker,57.35063799,6.032330926,154.2577252,7.416236788461539
164,1,Aldergrove,Baker,31.38918207,4.08229079,0.0,0.0
165,1,Vancouver,Accounts Receiveable Clerk,35.80744,17.80744,0.0,0.0
166,0,Richmond,Baker,52.1325405,6.524270599,88.45913805,4.25284317548077
167,1,Muncho Lake,Baker,30.55156977,4.994952013,0.0,0.0
168,1,Whistler,Baker,54.55066069,5.582832837,95.49894843,4.591295597596154
169,1,Surrey,Baker,49.85965201,3.415872649,120.0797189,5.773063408653846
170,0,Vancouver,Accounts Receiveable Clerk,43.2858,13.56324,0.0,0.0
171,0,Logan Lake,Baker,30.04004847,5.287380572,0.0,0.0
172,0,Summerland,Baker,42.51405735,0.696873054,82.89702302,3.9854337990384616
173,0,Victoria,Baker,49.27493559,5.039542872,121.3682638,5.835012682692307
174,1,Prince George,Baker,38.15800998,3.999675679,34.20118293,1.6442876408653846
175,0,Vancouver,Auditor,45.5594,14.410268,69.47820963,3.340298539903846
176,1,Kelowna,Baker,44.0545011,4.48261494,56.19587246,2.7017246375
177,0,New Westminster,Baker,43.53401993,4.978325753,61.49474478,2.956478114423077
178,0,Victoria,Baker,42.63644281,5.982794346,60.09046813,2.8889648139423074
179,0,Victoria,Baker,44.24521906,0.840480646,66.31549844,3.188245117307692
180,1,North Vancouver,Baker,45.94124227,3.842333733,71.55570239,3.4401779995192303
181,1,West Vancouver,Baker,37.99890445,6.982080942,33.94380532,1.6319137173076925
182,0,Victoria,Baker,33.403431,3.959062909,46.92397933,2.2559605447115385
183,1,Langley,Baker,40.34235317,3.204713851,40.23300149,1.9342789177884616
184,1,Port Coquitlam,Baker,37.80852455,4.947165495,29.16170217,1.4020049120192308
185,0,Victoria,Baker,42.31715261,2.048207893,44.15691237,2.1229284793269234
186,1,Vancouver,Auditor,45.01263,12.688114,47.51121024,2.2841927999999996
187,1,Kamloops,Baker,34.28047515,4.044062622,0.0,0.0
188,0,Vancouver,Auditor,49.14973,1.0,121.7851932,5.855057365384615
189,1,Victoria,Baker,35.36492589,5.028810793,31.13908709,1.4970714947115384
190,0,New Westminster,Baker,53.64586019,5.138841132,79.22102251,3.8087030052884616
191,0,Vancouver,Auditor,43.934345,25.934345,38.55781831,1.853741264903846
192,0,Chilliwack,Baker,19.19153395,4.47318993,0.0,0.0
193,0,Huntingdon,Baker,46.68367521,5.312088904,44.74428082,2.1511673471153845
194,1,Nelson,Baker,44.60240143,4.41770495,93.42104381,4.491396337019231
195,1,Burnaby,Baker,48.76869491,5.696230561,96.65594514,4.646920439423076
196,1,Nanaimo,Baker,50.76459344,1.265974742,71.73266923,3.4486860206730765
197,1,Yale,Baker,59.01548877,3.241373868,109.2478897,5.252302389423077
198,1,Aiyansh,Baker,35.98656738,4.453742125,12.57657646,0.6046430990384616
199,1,Richmond,Baker,51.39517039,3.682661001,34.0739579,1.6381710528846156
200,0,Penticton,Baker,57.43314763,5.885415633,154.8111128,7.442841961538462
201,1,Richmond,Baker,52.65101839,5.299719684,90.2876122,4.340750586538462
202,1,Victoria,Baker,52.1874037,3.960580937,113.0661266,5.435871471153846
203,0,Haney,Baker,51.77301121,3.908676273,106.5730043,5.1237021298076915
204,0,New Westminster,Baker,35.11682533,5.865363012,12.10318321,0.5818838081730768
205,1,Kamloops,Baker,52.99893588,4.219663308,84.32384993,4.054031246634615
206,1,Surrey,Baker,43.73002137,5.168028157,66.34602697,3.189712835096153
207,1,Richmond,Baker,40.93856989,5.488107859,0.0,0.0
208,0,Nelson,Baker,18.95983224,3.820712697,0.0,0.0
209,0,Bowen Island,Auditor,57.87456,19.248894,72.92419805,3.505971060096154
210,0,Vancouver,Auditor,53.312967,35.312967,0.0,0.0
211,1,Fort Langley,Baker,32.50307819,4.664330299,0.0,0.0
212,1,Clinton,Baker,36.38184177,4.953196152,33.52879809,1.6119614466346153
213,1,Prince George,Baker,44.84727769,5.170380512,61.73170524,2.967870444230769
215,1,Victoria,Baker,54.43216037,4.243228337,111.0545762,5.339162317307692
216,1,Surrey,Baker,60.37304921,2.251922005,174.6845171,8.398294091346154
217,0,Vancouver,Auditor,37.098383,19.098383,46.77119065,2.2486149350961537
218,1,Vancouver,Auditor,44.93259,11.374388,41.62491736,2.00119795
219,1,Victoria,Baker,43.91164167,5.502563615,95.4168043,4.587346360576923
220,1,Victoria,Baker,45.45783561,4.594193677,22.49132554,1.0813137278846152
221,0,Kelowna,Baker,37.49657444,6.270841741,59.38794448,2.8551896384615385
222,0,Vancouver,Auditor,49.67844,12.688541,57.22786992,2.7513399
223,1,Surrey,Baker,42.78966516,2.483440021,45.13933554,2.1701603625
224,1,Victoria,Baker,34.80801888,6.462199055,50.51860074,2.428778881730769
225,1,Pender Harbour,Baker,44.71639495,4.551809045,62.15482382,2.988212683653846
226,0,New Westminster,Baker,39.93536429,6.609689398,16.055531,0.7719005288461538
227,0,Kamloops,Baker,47.50043293,2.363185013,85.37866147,4.104743339903846
228,1,Vancouver,Auditor,44.185803,26.185803,0.0,0.0
229,1,Victoria,Baker,41.60450461,4.004897104,39.67547177,1.9074746043269233
230,0,Parksville,Baker,44.22969208,5.520121991,57.18578016,2.749316353846154
231,0,Kamloops,Baker,37.2991166,6.880356905,38.10079038,1.8317687682692307
232,0,Quesnel,Baker,42.46407075,3.729081549,118.5860854,5.701254105769231
233,1,Vancouver,Auditor,39.31457,14.613758,28.89700216,1.38927895
234,1,New Westminster,Baker,43.35590303,5.955207373,73.39635973,3.5286711408653844
235,1,New Westminster,Baker,48.48461962,4.929204151,86.86241559,4.176077672596154
236,0,Richmond,Baker,45.28880825,6.267979432,106.7733033,5.133331889423077
237,1,West Vancouver,Baker,34.54452812,6.340696466,0.0,0.0
238,0,Mcleese Lake,Baker,51.7865376,5.205942693,107.8343573,5.184344100961538
239,1,Surrey,Baker,43.46696293,2.826842165,10.68473537,0.5136892004807692
240,0,Fort St John,Baker,37.71197934,2.218388271,31.99564508,1.538252167307692
241,0,Campbell River,Baker,51.03145944,7.100793025,131.023489,6.299206201923077
242,1,West Vancouver,Baker,54.49284808,5.640629096,123.5629654,5.940527182692308
243,0,Wells,Baker,28.9172471,2.244451155,21.03904881,1.0114927312500002
244,0,New Westminister,Baker,55.70889907,5.225591189,173.8371942,8.357557413461539
245,1,Vancouver,Bakery Manager,43.19064154,8.109839161,20.93704925,1.00658890625
246,0,Manning Park,Baker,38.10720123,2.905915461,47.54204413,2.2856751985576924
247,1,Vancouver,Bakery Manager,37.74238941,5.388619589,30.81552612,1.4815156788461539
248,0,Decker Lake,Baker,36.48949145,7.144228322,27.60126686,1.326983983653846
249,0,Salmon Arm,Baker,54.75064529,5.919600934,152.1244924,7.31367751923077
250,0,Victoria,Baker,44.77484922,4.778751376,39.57679255,1.9027304110576924
251,1,Burnaby,Baker,56.11144912,6.904709931,174.8647281,8.40695808173077
252,0,Prince George,Baker,34.11491876,1.620817039,4.006486432,0.19261954
253,1,Sooke,Baker,35.97228115,3.579663341,65.57723116,3.152751498076923
254,1,Vernon,Baker,31.47856723,3.675621244,0.0,0.0
255,0,Prince George,Baker,35.7258357,4.155243385,44.50048614,2.1394464490384615
256,0,Horsefly,Baker,30.61040793,5.348732049,0.0,0.0
257,1,Invermere,Baker,44.57034084,4.188334866,91.35291618,4.3919671240384615
258,0,Creston,Baker,38.19626612,6.728007933,59.95757031,2.882575495673077
259,0,New Westminster,Baker,38.31640412,5.005929687,28.53802654,1.3720205067307694
260,0,Topley,Baker,54.60035641,3.414992262,112.6071529,5.413805427884615
261,1,Aldergrove,Baker,52.62338815,5.32818421,84.6091321,4.067746735576923
262,1,Vancouver,Bakery Manager,32.62756763,5.880796835,20.52608989,0.9868312447115385
263,1,Vancouver,Bakery Manager,29.37409177,4.395205208,0.0,0.0
264,1,Armstrong,Baker,36.14779144,3.136688027,26.70137233,1.2837198235576923
265,1,Field,Baker,46.19207185,3.959449201,28.78416405,1.3838540408653848
266,0,New Westminster,Baker,32.16838201,5.768871951,40.49575113,1.9469111120192308
267,1,Youbou,Baker,39.94819217,3.641443235,49.90548322,2.3993020778846152
268,1,Fort St John,Baker,44.77063917,5.473203065,71.6224049,3.4433848509615386
269,0,Kelowna,Baker,40.23564643,7.969360463,22.72600698,1.0925964894230769
270,1,Nanaimo,Baker,47.7864692,5.409125372,20.11226488,0.9669358115384616
271,1,Bowen Island,Bakery Manager,21.96085504,2.81537022,0.0,0.0
272,0,Surrey,Baker,49.23854802,5.342303525,75.60492624,3.634852223076923
273,1,Sorrento,Baker,38.48180344,3.983263282,3.026643536,0.14551170846153844
274,1,Vancouver,Bakery Manager,37.7312481,3.291196527,18.76798501,0.9023069716346154
275,1,Vancouver,Bakery Manager,57.08813022,5.422745919,122.660478,5.897138365384615
276,0,Surrey,Baker,34.28082043,5.721009922,28.39811691,1.3652940822115383
277,0,Victoria,Baker,29.30370209,3.32828679,36.26095364,1.7433150788461538
278,0,Victoria,Baker,53.97279984,4.725270372,73.9432002,3.554961548076924
279,1,Vancouver,Bakery Manager,55.75102139,5.605690978,85.85659878,4.127721095192308
280,0,Vancouver,Bakery Manager,49.4851649,4.274813211,74.28087994,3.5711961509615384
281,1,Victoria,Baker,45.95132139,5.453772607,104.0283792,5.001364384615385
282,1,Victoria,Baker,36.41103286,2.754126134,0.0,0.0
283,1,Prince George,Baker,40.21737247,5.309408045,36.85759727,1.7719998687499998
284,0,Merritt,Baker,43.05432623,4.870581501,38.29051282,1.840890039423077
285,1,Crawford Bay,Baker,38.38906678,4.968577776,28.63001058,1.3764428163461537
286,0,Richmond,Baker,45.08977998,6.959476071,75.08140597,3.6096829793269234
287,0,Rossland,Baker,58.95193483,5.312972212,146.0033861,7.0193935624999995
288,0,New Westminster,Baker,29.6349007,7.847283569,46.67651007,2.244062984134615
289,1,Victoria,Baker,64.1862768,4.613496212,198.6057962,9.548355586538461
290,1,Sidney,Baker,37.25898016,3.624109308,0.0,0.0
291,1,New Westminster,Baker,48.19952531,5.882760132,76.71632648,3.6882849269230773
293,1,Castlegar,Baker,31.12161244,6.690682756,0.0,0.0
294,1,Vancouver,Bakery Manager,48.20856562,7.087451834,101.1876391,4.864790341346153
295,1,Williams Lake,Baker,46.02262995,4.177042046,102.8105789,4.94281629326923
296,0,Vancouver,Bakery Manager,35.54491002,3.398417436,95.89296083,4.610238501442308
297,0,New Westminster,Baker,53.03555014,2.68683175,139.6920268,6.715962826923078
298,0,Kelowna,Baker,47.74269834,4.31650222,68.54001737,3.2951931427884613
299,0,Pender Harbour,Baker,28.26400962,3.794655163,0.0,0.0
300,1,Victoria,Baker,47.06341877,4.959406519,44.49102502,2.1389915875
301,1,Quesnel,Baker,41.25308043,4.310755835,0.0,0.0
302,0,Spences Bridge,Baker,43.17225733,3.413951341,68.6669675,3.3012965144230773
303,1,Vancouver,Benefits Admin,49.81724,26.083188,57.20654368,2.7503146000000003
304,1,New Westminster,Baker,38.65612904,4.986305222,0.0,0.0
305,1,West Vancouver,Cashier,55.95054231,6.078620916,83.18389739,3.9992258360576924
306,1,Richmond,Baker,30.94561689,3.835034666,0.0,0.0
307,1,New Westminster,Baker,46.11313148,5.623581958,35.37072859,1.7005157975961538
308,0,Vancouver,Benefits Admin,52.68017,5.079882,60.25250171,2.896754889903846
309,0,Vancouver,Benefits Admin,55.76493,15.906366,0.0,0.0
310,1,Aldergrove,Baker,45.91600372,3.975289361,65.69786089,3.1585510043269234
311,1,Langley,Baker,47.0598613,5.691602847,86.27605733,4.147887371634615
312,1,Willow Point,Baker,46.10034641,4.444679915,75.85883594,3.6470594201923077
313,0,Vancouver,Benefits Admin,55.01031,32.350609,113.9021614,5.476065451923077
314,0,Langley,Baker,38.84841513,1.974589769,40.50500469,1.9473559947115384
315,0,Abbotsford,Baker,63.64067214,2.064808515,206.8713669,9.94573879326923
316,1,Penticton,Baker,46.40050071,3.789111033,35.57021837,1.710106652403846
317,0,Vancouver,Benefits Admin,53.4876,9.940766,42.15238664,2.02655705
318,1,New Westminster,Baker,45.8087373,3.814751013,107.7054315,5.178145745192308
319,0,Port Coquitlam,Baker,38.19359343,4.489481218,71.13512797,3.419958075480769
320,1,Kelowna,Baker,61.03372746,2.429702833,181.0606009,8.70483658173077
321,1,Vancouver,Benefits Admin,49.65137,21.960999,21.17797032,1.01817165
322,0,Vancouver,Compensation Analyst,39.23264,13.412318,0.0,0.0
323,1,Nelson,Baker,27.19733271,3.300616625,0.0,0.0
324,1,Vancouver,Compensation Analyst,49.737079,31.737079,0.0,0.0
325,0,Vancouver,Compensation Analyst,54.78184,17.754217,72.29939142,3.475932279807693
326,0,Surrey,Baker,49.35642336,3.402556616,90.58930376,4.355254988461539
327,1,North Vancouver,Baker,37.64279675,6.196562502,13.95236794,0.6707869201923077
328,1,Richmond,Baker,37.92292401,7.783429235,43.26658309,2.0801241870192304
330,1,Aldergrove,Cashier,46.47444666,6.767435204,44.96931708,2.161986398076923
331,1,Woss,Baker,42.26699217,5.240078791,39.06571163,1.8781592129807692
332,0,New Westminster,Baker,49.70256092,3.907616472,127.1518493,6.113069677884615
333,1,Cobble Hill,Baker,60.01328716,6.856205911,125.8763124,6.051745788461538
334,1,Lac La Hache,Baker,41.20807653,6.954832391,58.95419875,2.8343364783653846
335,1,Victoria,Baker,53.77834729,3.574201195,129.270387,6.214922451923077
336,1,Bob Quinn Lake,Baker,51.55788049,4.248976721,90.27111205,4.339957310096154
337,1,Muncho Lake,Baker,49.3310176,4.248736359,73.93095013,3.5543726024038462
338,1,Hedley,Baker,40.68595999,4.326906054,7.234942941,0.3478337952403846
339,0,Sardis,Baker,52.38056007,0.937085283,145.8827831,7.0135953413461545
340,0,Gold Bridge,Baker,34.47078152,4.392234231,23.06389,1.1088408653846153
341,0,Victoria,Baker,48.14741118,4.459393608,50.69225157,2.4371274793269233
342,0,Sparwood,Baker,42.04539396,3.551056692,87.10310132,4.187649101923077
343,1,Port Mcneill,Baker,48.32233424,7.209689888,79.00598166,3.798364502884616
344,0,Fort St John,Baker,46.85967012,7.30558877,92.24606666,4.434907050961538
346,0,Squamish,Baker,40.43092925,2.957327667,57.78513419,2.7781314514423077
347,0,New Westminster,Baker,44.70052933,3.467367139,57.47130909,2.76304370625
348,0,Victoria,Baker,48.73561807,5.43412175,75.48601993,3.6291355735576922
349,0,Victoria,Baker,24.77526856,3.924288439,0.0,0.0
350,1,Kelowna,Baker,28.82467817,4.313249962,18.74347478,0.9011285951923076
351,1,Vancouver,Compensation Analyst,40.099508,22.099508,120.3801664,5.787508
352,1,Vancouver,Compensation Analyst,54.422944,36.422944,0.0,0.0
353,1,Vancouver,HRIS Analyst,57.83862,6.323964,127.1443971,6.112711399038462
354,1,Surrey,Baker,46.26318447,2.822267528,55.34484555,2.6608098822115385
355,0,Vancouver,HRIS Analyst,61.735239,43.735239,0.0,0.0
356,1,Richmond,Baker,41.3446638,2.973238555,59.28582039,2.8502798264423075
357,1,Chilliwack,Baker,47.77542634,5.372207078,105.1862002,5.0570288557692304
358,0,Abbotsford,Cashier,54.04718271,5.787626946,120.2943088,5.783380230769231
