CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited,Type
15683553,788.0,France,0.0,33,5,0.0,2,116978.19,0,train
15702298,655.0,Germany,1.0,41,8,125561.97,1,164040.94,1,train
15569590,601.0,Germany,1.0,42,1,98495.72,1,40014.76,1,test
15760861,619.0,France,1.0,43,1,125211.92,1,113410.49,0,train
15630053,656.0,France,1.0,45,5,127864.4,1,87107.57,0,train
15647091,725.0,Germany,1.0,19,0,75888.2,1,45613.75,0,test
15623944,511.0,Spain,0.0,66,4,0.0,1,1643.11,1,train
15804771,614.0,France,1.0,51,4,40685.92,1,46775.28,0,train
15651280,742.0,Germany,1.0,35,5,136857.0,1,84509.57,0,test
15773469,687.0,Germany,0.0,27,9,152328.88,2,126494.82,0,train
15702014,555.0,Spain,1.0,33,1,56084.69,2,178798.13,0,train
15751208,684.0,Spain,1.0,56,8,78707.16,1,99398.36,0,test
15592461,603.0,Germany,1.0,26,4,109166.37,1,92840.67,0,train
15789484,751.0,Germany,0.0,36,6,169831.46,2,27758.36,0,train
15696061,581.0,Germany,0.0,34,1,101633.04,1,110431.51,0,test
15641582,735.0,Germany,1.0,43,10,123180.01,2,196673.28,0,train
15638424,661.0,Germany,0.0,35,5,150725.53,2,113656.85,0,train
15755648,675.0,France,0.0,21,8,98373.26,1,18203.0,0,test
15703793,738.0,Germany,1.0,58,2,133745.44,4,28373.86,1,train
15620344,813.0,France,1.0,29,6,0.0,1,33953.87,0,train
15812518,,Spain,0.0,37,0,163607.18,1,44203.55,0,test
15779052,604.0,Germany,0.0,25,5,157780.84,2,58426.81,0,train
15770811,519.0,France,1.0,36,9,0.0,2,145562.4,0,train
15780961,735.0,France,0.0,21,1,178718.19,2,22388.0,0,test
15614049,664.0,France,1.0,55,8,0.0,2,139161.64,0,train
15662085,678.0,France,0.0,32,9,0.0,1,148210.64,0,train
15575185,757.0,Spain,1.0,33,5,77253.22,1,194239.63,0,test
15803136,416.0,Germany,0.0,41,10,122189.66,2,98301.61,0,train
15706021,665.0,France,0.0,34,1,96645.54,2,171413.66,0,train
15663706,777.0,France,0.0,32,2,0.0,1,136458.19,1,test
15641732,543.0,France,0.0,36,3,0.0,2,26019.59,0,train
15701164,506.0,France,0.0,34,4,90307.62,1,159235.29,0,train
15738751,493.0,France,0.0,46,4,0.0,2,1907.66,0,test
15805254,652.0,Spain,0.0,75,10,0.0,2,114675.75,0,train
15762418,750.0,Spain,1.0,22,3,121681.82,1,128643.35,1,train
15625759,729.0,France,1.0,30,9,0.0,2,151869.35,0,test
15622897,646.0,France,0.0,46,4,0.0,3,93251.42,1,train
15767954,635.0,Germany,0.0,28,3,81623.67,2,156791.36,0,train
15757535,647.0,Spain,0.0,44,5,0.0,3,174205.22,1,test
15731511,808.0,France,1.0,45,7,118626.55,2,147132.46,0,train
15809248,524.0,France,0.0,36,10,0.0,2,109614.57,0,train
15640635,769.0,France,1.0,29,8,0.0,2,172290.61,0,test
15676966,730.0,Spain,1.0,42,4,0.0,2,85982.47,0,train
15699461,515.0,Spain,1.0,35,10,176273.95,1,121277.78,0,train
15738721,773.0,Spain,1.0,41,9,102827.44,1,64595.25,0,test
15693683,814.0,Germany,1.0,29,8,97086.4,2,197276.13,0,train
15604348,710.0,Spain,1.0,22,8,0.0,2,99645.04,0,train
15633059,413.0,France,1.0,34,9,0.0,2,6534.18,0,test
15808582,665.0,France,0.0,40,6,0.0,1,161848.03,0,train
15743192,623.0,France,0.0,44,6,0.0,2,167162.43,0,train
15580146,738.0,France,1.0,31,9,82674.15,1,41970.72,0,test
15776605,528.0,Spain,1.0,36,7,0.0,2,60536.56,0,train
15804919,670.0,Spain,0.0,65,1,0.0,1,177655.68,1,train
15613854,622.0,Spain,0.0,46,4,107073.27,2,30984.59,1,test
15599195,582.0,Germany,1.0,32,1,88938.62,1,10054.53,0,train
15812878,785.0,Germany,0.0,36,2,99806.85,1,36976.52,0,train
15602312,605.0,Spain,1.0,33,5,150092.8,1,71862.79,0,test
15744689,479.0,Germany,1.0,35,9,92833.89,1,99449.86,1,train
15803526,685.0,Germany,1.0,30,3,90536.81,1,63082.88,0,train
15665790,538.0,Germany,1.0,39,7,108055.1,2,27231.26,0,test
15715951,562.0,France,1.0,42,2,100238.35,1,86797.41,0,train
15591100,675.0,Spain,1.0,36,9,106190.55,1,22994.32,0,train
15609618,721.0,Germany,1.0,28,9,154475.54,2,101300.94,1,test
15675522,628.0,Germany,0.0,30,9,132351.29,2,74169.13,0,train
15705512,668.0,Germany,0.0,37,6,167864.4,1,115638.29,0,train
15698028,506.0,France,0.0,41,1,0.0,2,31766.3,0,test
15661670,524.0,Germany,0.0,31,8,107818.63,1,199725.39,1,train
15600781,699.0,Germany,1.0,34,4,185173.81,2,120834.48,0,train
15682472,828.0,France,1.0,34,8,129433.34,2,38131.77,0,test
15580203,674.0,Spain,1.0,39,6,120193.42,1,100130.95,0,train
15690673,656.0,France,0.0,39,6,0.0,2,141069.88,0,train
15760085,684.0,Germany,0.0,48,10,126384.42,1,198129.36,0,test
15779659,625.0,France,0.0,28,3,0.0,1,183646.41,0,train
15627360,432.0,France,1.0,42,9,152603.45,1,110265.24,1,train
15671137,549.0,France,0.0,52,1,0.0,1,8636.05,1,test
15782688,625.0,Germany,1.0,56,0,148507.24,1,46824.08,1,train
15575492,828.0,France,0.0,41,7,0.0,2,171378.77,0,train
15591607,770.0,France,1.0,24,9,101827.07,1,167256.35,0,test
15740404,758.0,France,0.0,34,3,0.0,2,124226.16,0,train
15718369,795.0,Germany,0.0,33,9,130862.43,1,114935.21,0,train
15677871,687.0,France,1.0,38,9,122570.87,1,35608.88,0,test
15642004,686.0,France,1.0,25,1,0.0,2,16459.37,0,train
15712543,789.0,Germany,1.0,39,7,124828.46,2,124411.08,0,train
15584518,589.0,Germany,0.0,50,5,144895.05,2,34941.23,0,test
15802381,461.0,Germany,0.0,34,5,63663.93,1,167784.28,0,train
15610156,637.0,France,1.0,40,2,133463.1,1,93165.34,0,train
15594408,584.0,Spain,0.0,48,2,213146.2,1,75161.25,1,test
15640905,579.0,Spain,0.0,35,1,129490.36,2,8590.83,1,train
15698932,756.0,Germany,1.0,44,10,137452.09,1,189543.9,0,train
15724944,663.0,France,1.0,34,7,0.0,2,180427.24,0,test
15628145,682.0,France,0.0,43,5,125851.93,1,193318.33,0,train
15713483,793.0,Spain,1.0,52,2,0.0,1,159123.82,1,train
15612350,691.0,France,0.0,31,5,40915.55,1,126213.84,1,test
15800703,485.0,Spain,0.0,21,5,113157.22,1,54141.5,0,train
15705707,635.0,Spain,0.0,29,8,138296.94,2,141075.51,0,train
15754105,650.0,France,1.0,37,5,106967.18,1,24495.03,0,test
15703264,735.0,France,1.0,44,9,120681.63,1,74836.34,0,train
15794413,416.0,France,1.0,32,0,0.0,2,878.87,0,train
15650237,754.0,Spain,0.0,32,7,0.0,2,89520.75,0,test
15759618,535.0,France,0.0,48,9,0.0,1,149892.79,1,train
15811589,716.0,Spain,1.0,42,8,0.0,2,180800.42,0,train
15689044,539.0,France,1.0,37,2,127609.59,1,98646.22,0,test
15709368,614.0,France,0.0,43,6,0.0,2,109041.53,0,train
15679145,706.0,Spain,1.0,57,7,0.0,1,17941.16,1,train
15655007,758.0,France,0.0,33,7,0.0,2,82996.47,0,test
15623595,586.0,Spain,0.0,28,2,0.0,2,92067.35,0,train
15589975,646.0,France,0.0,73,6,97259.25,1,104719.66,0,train
15804017,,Germany,0.0,33,4,123246.7,1,112687.57,0,test
15692132,717.0,Spain,0.0,22,6,101060.25,1,84699.56,0,train
15641122,684.0,France,1.0,30,2,0.0,2,83473.82,0,train
15630910,800.0,France,0.0,49,7,108007.36,1,47125.11,0,test
15680772,721.0,Spain,0.0,36,2,0.0,2,106977.8,0,train
15658929,683.0,Spain,1.0,29,0,133702.89,1,55582.54,1,train
15585388,660.0,Germany,1.0,31,9,125189.75,2,139874.43,0,test
15724623,704.0,Germany,0.0,24,7,113034.22,1,162503.48,1,train
15588537,615.0,Spain,0.0,41,9,109013.23,1,196499.96,0,train
15574692,667.0,Spain,0.0,39,2,0.0,2,40721.24,1,test
15611325,682.0,Germany,1.0,24,9,57929.81,2,53134.3,0,train
15587562,484.0,France,0.0,29,4,130114.39,1,164017.89,0,train
15613172,,Germany,1.0,27,5,95826.49,2,155996.96,0,test
15651022,480.0,Germany,1.0,44,10,129608.57,1,5472.7,1,train
15586310,578.0,France,1.0,30,4,169462.09,1,112187.11,0,train
15625524,512.0,France,1.0,40,5,0.0,2,146457.83,0,test
15755209,484.0,Spain,0.0,35,7,133868.21,1,27286.1,0,train
15645248,510.0,France,0.0,30,0,0.0,2,130553.47,0,train
15790355,606.0,Germany,1.0,36,5,190479.48,2,179351.89,0,test
15762615,597.0,Spain,0.0,40,8,101993.12,1,94774.12,0,train
15625426,754.0,Germany,0.0,55,3,161608.81,1,8080.85,1,train
15716334,850.0,Spain,0.0,45,2,122311.21,1,19482.5,0,test
15789669,510.0,France,1.0,65,2,0.0,2,48071.61,0,train
15621075,778.0,Germany,0.0,45,1,162150.42,2,174531.27,0,train
15810845,636.0,France,1.0,42,2,0.0,2,55470.78,0,test
15719377,804.0,France,0.0,50,4,0.0,1,8546.87,1,train
15654506,514.0,France,1.0,32,8,0.0,2,95857.18,0,train
15771977,730.0,France,0.0,39,1,99010.67,1,194945.8,0,test
15708710,525.0,Spain,0.0,37,0,0.0,1,131521.72,0,train
15726676,616.0,Spain,1.0,30,5,0.0,2,196108.51,0,train
15587421,687.0,Germany,0.0,34,7,111388.18,2,148564.76,0,test
15726931,715.0,France,0.0,41,8,56214.85,2,92982.61,1,train
15771086,512.0,France,0.0,36,3,84327.77,2,17675.36,0,train
15756850,479.0,France,1.0,40,1,0.0,2,114996.43,0,test
15702741,601.0,France,1.0,32,8,93012.89,1,86957.42,0,train
15679200,580.0,Spain,1.0,29,9,61710.44,2,128077.8,0,train
15594815,807.0,France,1.0,35,3,174790.15,1,600.36,0,test
15635905,616.0,Spain,0.0,32,6,0.0,2,43001.46,0,train
15777892,721.0,Germany,1.0,37,3,107720.64,1,158591.12,0,train
15656176,501.0,France,1.0,57,10,0.0,2,47847.19,0,test
15811127,521.0,France,1.0,35,6,96423.84,1,10488.44,0,train
15604482,850.0,Spain,1.0,30,2,141040.01,1,5978.2,0,train
15622911,759.0,France,1.0,42,4,105420.18,1,121409.06,0,test
15600974,516.0,Spain,1.0,50,5,0.0,1,146145.93,1,train
15727868,711.0,France,0.0,38,2,129022.06,2,14374.86,1,train
15627801,512.0,Spain,1.0,33,3,176666.62,1,94670.77,0,test
15773039,550.0,France,1.0,37,3,0.0,1,179670.31,0,train
15755262,608.0,Spain,0.0,41,3,89763.84,1,199304.74,1,train
15679531,618.0,France,1.0,34,5,134954.53,1,151954.39,0,test
15684181,643.0,France,1.0,45,5,0.0,1,142513.5,1,train
15612087,671.0,France,1.0,45,2,106376.85,1,158264.62,0,train
15752047,689.0,Germany,1.0,33,2,161814.64,2,169381.9,0,test
15624592,603.0,France,1.0,31,8,0.0,2,169915.02,0,train
15573152,620.0,France,0.0,41,9,0.0,2,88852.47,0,train
15594917,676.0,France,0.0,34,1,63095.01,1,40645.81,0,test
15785542,572.0,Germany,1.0,26,4,118287.01,2,60427.3,0,train
15723488,668.0,Germany,1.0,47,7,106854.21,1,157959.02,1,train
15680920,695.0,France,1.0,46,7,49512.55,1,133007.34,0,test
15786308,730.0,Spain,0.0,33,9,0.0,2,176576.62,0,train
15659366,807.0,France,1.0,43,1,105799.32,2,34888.04,1,train
15774854,592.0,France,1.0,54,8,0.0,1,28737.71,1,test
15725311,726.0,France,0.0,31,9,114722.05,2,98178.57,0,train
15787155,514.0,Spain,1.0,30,7,0.0,1,125010.24,0,train
15727829,567.0,France,1.0,42,2,0.0,2,167984.61,0,test
15733247,850.0,France,1.0,33,10,0.0,1,4861.72,1,train
15568748,671.0,Germany,1.0,45,6,99564.22,1,108872.45,1,train
15699029,670.0,France,1.0,37,4,170557.91,2,198252.88,0,test
15774393,694.0,France,0.0,30,9,0.0,2,26960.31,0,train
15676895,547.0,Germany,0.0,39,6,74596.15,3,85746.52,1,train
15637753,751.0,Germany,1.0,50,2,96888.39,1,77206.25,1,test
15605461,594.0,Germany,0.0,29,3,130830.22,1,61048.53,0,train
15808473,673.0,France,1.0,72,1,0.0,2,111981.19,0,train
15627000,610.0,France,1.0,40,0,0.0,2,62232.6,0,test
15787174,512.0,France,0.0,37,1,0.0,2,156105.03,0,train
15723886,767.0,Germany,1.0,20,3,119714.25,2,150135.38,0,train
15704769,585.0,France,0.0,67,5,113978.97,2,93146.11,0,test
15772896,763.0,Germany,1.0,42,6,100160.75,1,33462.94,1,train
15711540,712.0,France,0.0,29,2,0.0,1,144375.0,0,train
15764866,539.0,Germany,0.0,43,3,116220.5,3,55803.96,1,test
15794056,668.0,France,0.0,46,2,0.0,3,89048.46,1,train
15795149,703.0,France,1.0,28,2,81173.83,2,162812.16,0,train
15812009,662.0,Spain,1.0,38,4,0.0,2,136259.65,0,test
15651001,725.0,Germany,0.0,39,5,116803.8,1,124052.97,0,train
15813844,703.0,France,1.0,37,8,105961.68,2,74158.8,0,train
15596175,659.0,Germany,1.0,67,6,117411.6,1,45071.09,1,test
15576269,523.0,Spain,1.0,34,7,0.0,2,62030.06,0,train
15797219,635.0,France,0.0,40,10,123497.58,1,131953.23,1,train
15685500,772.0,Germany,1.0,26,7,152400.51,2,79414.0,0,test
15599792,545.0,France,0.0,26,1,0.0,2,199638.56,0,train
15657566,634.0,Germany,1.0,24,8,103097.85,1,157577.29,0,train
15772423,739.0,Germany,1.0,54,8,126418.14,1,134420.75,1,test
15628112,771.0,Germany,0.0,36,5,77846.9,1,99805.99,0,train
15753754,587.0,Spain,0.0,34,1,0.0,2,97932.68,0,train
15793726,681.0,France,0.0,79,0,0.0,2,170968.99,0,test
15694717,544.0,Germany,1.0,37,2,79731.91,1,57558.95,0,train
15665834,696.0,Spain,1.0,28,8,0.0,1,176713.47,0,train
15765297,766.0,Spain,1.0,41,0,0.0,2,34283.23,0,test
15636684,727.0,France,1.0,34,10,0.0,2,198637.34,0,train
15592979,671.0,Germany,0.0,34,6,37266.67,2,156917.12,0,train
15750803,693.0,France,0.0,30,6,127992.25,1,50457.2,0,test
15607178,850.0,Germany,1.0,38,3,54901.01,1,140075.55,0,train
15713853,732.0,Germany,1.0,42,9,108748.08,2,65323.11,0,train
15673481,726.0,Spain,0.0,48,6,99906.19,1,64323.24,0,test
15686776,557.0,France,0.0,32,6,184686.41,2,14956.44,0,train
15673693,682.0,France,0.0,26,0,110654.02,1,111879.21,0,train
15700696,738.0,Spain,1.0,31,9,79019.8,1,18606.23,0,test
15813163,531.0,Spain,0.0,36,9,99240.51,1,123137.01,0,train
15653857,498.0,France,1.0,34,2,0.0,2,148528.24,0,train
15777076,651.0,France,1.0,36,7,0.0,2,13898.31,0,test
15717398,549.0,Spain,0.0,39,7,0.0,1,81259.25,1,train
15799217,791.0,Germany,0.0,35,7,52436.2,1,161051.75,0,train
15787071,650.0,Spain,1.0,41,9,0.0,2,191599.67,0,test
15619955,733.0,Germany,1.0,34,3,100337.96,3,48559.19,1,train
15796505,811.0,Germany,0.0,34,1,149297.19,2,186339.74,0,train
15725166,707.0,France,1.0,30,8,0.0,2,33159.37,0,test
15800116,712.0,Germany,1.0,28,4,145605.44,1,93883.53,0,train
15758685,706.0,Spain,0.0,37,7,0.0,2,110899.3,0,train
15694456,756.0,France,1.0,62,3,0.0,1,11199.04,1,test
15767339,777.0,France,0.0,53,10,0.0,2,189992.97,0,train
15683562,646.0,France,1.0,35,6,84026.86,1,164255.69,0,train
15782210,714.0,France,1.0,46,1,0.0,1,152167.79,1,test
15668893,782.0,France,1.0,39,8,0.0,2,33949.67,0,train
15669169,775.0,Spain,1.0,29,10,0.0,2,68143.93,0,train
15643024,479.0,Germany,1.0,35,4,138718.92,1,47251.79,1,test
15699389,807.0,France,1.0,42,7,118274.71,1,25885.72,0,train
15708608,799.0,France,0.0,22,8,174185.98,2,192633.85,0,train
15626144,675.0,France,1.0,40,7,113208.86,2,34577.36,0,test
15573112,602.0,Spain,1.0,29,5,103907.28,1,161229.84,0,train
15790678,475.0,France,0.0,32,8,119023.28,1,100816.29,0,train
15727556,744.0,Spain,0.0,26,5,166297.89,1,181694.44,0,test
15697307,588.0,Spain,1.0,34,10,0.0,2,79078.91,0,train
15652266,703.0,Germany,1.0,42,9,63227.0,1,137316.32,0,train
15607098,747.0,Spain,0.0,41,5,94521.17,2,194926.86,0,test
15655774,583.0,France,1.0,27,7,0.0,2,51285.49,0,train
15590241,750.0,Spain,0.0,34,9,112822.26,1,150401.53,1,train
15785819,681.0,France,1.0,38,3,0.0,2,112491.96,0,test
15723654,773.0,France,1.0,25,2,135903.33,1,73656.38,0,train
15774510,714.0,France,0.0,31,4,125169.26,1,106636.89,0,train
15684173,687.0,Spain,0.0,44,7,0.0,3,155853.52,1,test
15650068,511.0,France,1.0,58,0,149117.31,1,162599.51,0,train
15811490,627.0,France,1.0,33,5,0.0,2,103737.82,0,train
15803976,694.0,France,0.0,31,10,0.0,2,160990.27,0,test
15682541,616.0,Spain,0.0,36,6,132311.71,1,15462.84,0,train
15695699,687.0,France,1.0,35,8,0.0,2,10334.05,0,train
15624188,712.0,France,0.0,33,6,0.0,2,190686.16,0,test
15812191,553.0,France,1.0,33,4,118082.89,1,94440.45,0,train
15636673,667.0,France,1.0,31,1,119266.69,1,28257.63,0,train
15594898,731.0,France,1.0,43,2,0.0,1,170034.95,1,test
15660211,629.0,Germany,1.0,35,7,156847.29,2,31824.29,0,train
15773972,614.0,France,1.0,50,4,137104.47,1,127166.49,1,train
15746726,438.0,Germany,1.0,31,8,78398.69,1,44937.01,0,test
15712287,652.0,France,0.0,80,4,0.0,2,188603.07,0,train
15702919,729.0,Germany,1.0,30,6,63669.42,1,145111.37,0,train
15674398,642.0,France,1.0,38,3,0.0,2,171463.83,0,test
15797960,806.0,Germany,0.0,59,0,135296.33,1,182822.5,0,train
15631868,744.0,Spain,1.0,36,2,153804.44,1,87213.33,0,train
15581539,474.0,Spain,1.0,37,3,0.0,2,57175.32,0,test
15662736,559.0,France,1.0,49,2,147069.78,1,120540.83,1,train
15666252,706.0,Spain,1.0,42,9,0.0,2,28714.34,0,train
15677512,628.0,Spain,0.0,22,3,0.0,1,85426.28,0,test
15626114,429.0,France,1.0,24,4,95741.75,1,46170.75,0,train
15810834,525.0,Spain,0.0,57,2,145965.33,1,64448.36,0,train
15678910,680.0,France,0.0,30,8,141441.75,1,16278.97,0,test
15694408,749.0,France,1.0,40,1,139290.41,1,182855.42,1,train
15585215,763.0,France,0.0,31,4,0.0,2,50404.72,0,train
15682757,734.0,France,1.0,30,3,0.0,2,107640.25,0,test
15736601,716.0,France,1.0,35,4,144428.87,1,134132.65,0,train
15601848,594.0,France,1.0,35,2,0.0,2,103480.69,0,train
15736008,644.0,France,0.0,46,9,95441.27,1,108761.05,1,test
15669064,671.0,Germany,1.0,35,1,144848.74,1,179012.3,0,train
15624528,664.0,Germany,1.0,26,7,116244.14,2,95145.14,0,train
15598493,656.0,France,1.0,50,7,0.0,2,72143.44,0,test
15601274,667.0,Spain,0.0,40,1,146502.07,1,19162.89,0,train
15702669,663.0,Germany,1.0,44,2,117028.6,2,144680.18,0,train
15728669,584.0,Germany,0.0,30,8,112013.81,1,177772.03,1,test
15742668,626.0,Spain,0.0,37,6,108269.37,1,5597.94,0,train
15697441,485.0,France,1.0,29,7,182123.79,1,116828.51,1,train
15740476,659.0,Germany,0.0,32,3,150923.74,2,174652.51,0,test
15648064,649.0,France,1.0,33,2,0.0,2,2010.98,0,train
15636624,805.0,Spain,0.0,39,5,165272.13,1,14109.85,1,train
15807923,716.0,Germany,0.0,39,10,115301.31,1,43527.4,1,test
15745844,642.0,Germany,0.0,40,6,129502.49,2,86099.23,1,train
15786170,659.0,France,1.0,31,4,118342.26,1,161574.19,0,train
15681081,545.0,Spain,0.0,47,5,0.0,2,38970.14,0,test
15684484,543.0,France,1.0,22,8,0.0,2,127587.22,0,train
15785869,718.0,France,0.0,25,7,0.0,2,30380.12,0,train
15763859,840.0,France,0.0,43,7,0.0,2,90908.95,0,test
15658935,630.0,Germany,0.0,34,9,106937.05,2,138275.01,0,train
15747358,643.0,Germany,1.0,59,3,170331.37,1,32171.79,0,train
15735203,654.0,Germany,0.0,32,1,114510.85,1,126143.23,0,test
15576256,582.0,France,1.0,39,5,0.0,2,129892.93,0,train
15659420,659.0,Spain,1.0,32,3,107594.11,2,102416.84,0,train
15593365,762.0,Spain,1.0,39,2,81273.13,1,18719.67,0,test
15777352,568.0,Spain,0.0,32,7,169399.6,1,61936.22,0,train
15812007,670.0,Spain,1.0,25,6,0.0,2,78358.94,0,train
15625461,613.0,France,0.0,45,1,187841.99,2,147224.27,0,test
15739438,539.0,France,1.0,30,0,0.0,2,160979.66,0,train
15611759,850.0,Spain,0.0,57,8,126776.3,2,132298.49,0,train
15661629,522.0,Spain,1.0,34,9,126436.29,1,174248.52,1,test
15633950,737.0,France,1.0,41,1,101960.74,1,123547.28,0,train
15592386,520.0,France,1.0,58,3,0.0,2,32790.02,0,train
15803716,706.0,Spain,1.0,28,3,0.0,2,181543.67,0,test
15696674,643.0,Germany,0.0,45,2,150842.93,1,2319.96,1,train
15706365,648.0,France,0.0,50,9,102535.57,1,189543.19,0,train
15745088,443.0,Germany,0.0,29,9,99027.61,2,10940.4,0,test
15676715,640.0,France,1.0,68,9,0.0,2,199493.38,0,train
15613085,628.0,Spain,0.0,33,3,0.0,1,188193.25,0,train
15633537,540.0,Germany,0.0,42,9,87271.41,2,172572.64,0,test
15594720,460.0,Germany,0.0,35,8,102742.91,2,189339.6,0,train
15684042,636.0,Germany,1.0,34,2,40105.51,2,53512.16,0,train
15583303,593.0,France,0.0,29,2,152265.43,1,34004.44,0,test
15611579,801.0,Spain,1.0,42,4,141947.67,1,10598.29,0,train
15774696,640.0,Germany,0.0,75,1,106307.91,2,113428.77,0,train
15694506,611.0,Germany,1.0,31,0,107884.81,2,183487.98,0,test
15688074,802.0,Germany,1.0,31,1,125013.72,1,187658.09,0,train
15759537,717.0,Germany,1.0,35,7,58469.37,2,172459.39,0,train
15758449,769.0,France,0.0,39,8,0.0,1,21016.0,0,test
15583456,745.0,Germany,1.0,45,10,117231.63,3,122381.02,1,train
15667871,572.0,Spain,1.0,35,4,152390.26,1,128123.66,0,train
15677371,629.0,Spain,0.0,30,2,34013.63,1,19570.63,0,test
15629677,687.0,Spain,0.0,39,2,0.0,3,188150.6,1,train
15713578,483.0,France,0.0,50,9,0.0,2,111020.24,0,train
15591509,690.0,France,1.0,36,7,101583.11,2,123775.15,0,test
15568240,492.0,Germany,0.0,30,10,77168.87,2,146700.22,0,train
15622993,709.0,Germany,1.0,28,8,124695.72,2,145251.35,0,train
15689294,705.0,Germany,1.0,44,3,105934.96,1,82463.69,0,test
15720910,560.0,France,0.0,66,9,0.0,1,15928.49,0,train
15721181,611.0,Spain,1.0,46,6,0.0,2,45886.33,0,train
15776433,730.0,Spain,1.0,62,2,0.0,2,186489.95,0,test
15748936,709.0,Spain,0.0,45,2,0.0,2,162922.65,0,train
15717225,544.0,France,0.0,21,10,161525.96,2,9262.77,0,train
15685226,712.0,Germany,0.0,29,7,147199.07,1,84932.4,0,test
15785611,752.0,Germany,1.0,38,3,183102.29,1,71557.12,0,train
15573456,648.0,Spain,1.0,46,9,127209.0,2,77405.95,1,train
15684548,556.0,Spain,1.0,38,8,0.0,2,417.41,1,test
15620505,594.0,Spain,0.0,24,0,97378.54,1,71405.17,0,train
15807432,645.0,Germany,0.0,37,2,136925.09,2,153400.24,0,train
15584766,557.0,France,1.0,33,3,54503.55,1,371.05,0,test
15612187,547.0,Germany,1.0,32,8,155726.85,1,67789.99,0,train
15762218,701.0,France,0.0,39,9,0.0,2,145894.9,0,train
15646372,616.0,France,0.0,66,1,135842.41,1,183840.51,1,test
